"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2FC"
"ENSG00000261889.1",83.6300122884024,2.43635074986506,0.215174971241027,11.3226493574664,1.01361526710794e-29,6.36171193543139e-28,2.43635074986506
"ENSG00000175505.11",96.7533042729056,2.4305498730084,0.205990042196088,11.7993561586569,3.9330915640677e-32,2.71243405572542e-30,2.4305498730084
"ENSG00000105649.10",160.443838465615,2.39715442296303,0.163727075041289,14.6411607387386,1.53426379405135e-48,1.74966239729464e-46,2.39715442296303
"ENSG00000203362.2",66.6012613296622,2.38745420585505,0.251234449279555,9.50289346346156,2.04137707603931e-21,8.18803384430663e-20,2.38745420585505
"ENSG00000175183.10",51.7542307972164,2.38567697089787,0.295250113393372,8.08018985489552,6.46660181084113e-16,1.74658310209839e-14,2.38567697089787
"ENSG00000138311.18",36.0838573482794,2.36930430887216,0.335247414994112,7.06733058303753,1.57942387376661e-12,3.18587141612484e-11,2.36930430887216
"ENSG00000148400.13",3247.94162845569,2.3407303775877,0.0561148630045273,41.7131977565169,0,0,2.3407303775877
"ENSG00000214226.9",195.75918645766,2.33220831831282,0.152648431575692,15.278298599199,1.06689967844685e-52,1.32966182782433e-50,2.33220831831282
"ENSG00000173334.4",3996.72514171887,2.32730699460328,0.0535559374803142,43.455629834857,0,0,2.32730699460328
"ENSG00000120833.14",208.572235671711,2.32421133953596,0.153251271475006,15.1660166807492,5.9372372825966e-52,7.19395250741288e-50,2.32421133953596
"ENSG00000015568.13",29.598332281214,2.31266488377863,0.731337011011677,3.16224237110531,0.00156559198625753,0.00756060032555257,2.31266488377863
"ENSG00000132002.9",6364.77731667076,2.3071181134799,0.150879698774113,15.2911102833918,8.76431230747042e-53,1.10014187871039e-50,2.3071181134799
"ENSG00000120694.20",18776.0651941849,2.2840899791304,0.135898383556581,16.8073373601197,2.15642164677694e-63,3.42047680845128e-61,2.2840899791304
"ENSG00000099625.13",39.2431126092035,2.24861451936296,0.330556922063102,6.80250319772069,1.02816733525164e-11,1.91048601336215e-10,2.24861451936296
"ENSG00000246859.3",154.058385817679,2.20791600204994,0.174782034243211,12.6323967541058,1.3994959716971e-36,1.08046042983058e-34,2.20791600204994
"ENSG00000167046.4",22.0033018995562,2.19920479090147,0.409118441046368,5.37547216223434,7.63822530073247e-08,8.86704957067067e-07,2.19920479090147
"ENSG00000276316.1",14.4222797708413,2.18117584200362,0.52192536593415,4.1790952966996,2.92671037040494e-05,0.000213662102689646,2.18117584200362
"ENSG00000203883.7",23.5288111564957,2.17675679945237,0.427152430597514,5.0959719377166,3.46956524114469e-07,3.6314921612173e-06,2.17675679945237
"ENSG00000230006.7",10.5742225311724,2.17636413743996,0.776688004842977,2.80210859942399,0.00507697800065711,0.0205815781030356,2.17636413743996
"ENSG00000135838.13",249.416293369606,2.15476675766622,0.129188524621888,16.6792427111683,1.85556249073674e-62,2.83998722266444e-60,2.15476675766622
"ENSG00000162490.7",17.8246859626695,2.14249828467368,0.475798962140702,4.50294862988816,6.70170871638629e-06,5.58340342452677e-05,2.14249828467368
"ENSG00000257135.7",10.6638201345049,2.05167161357842,0.619703739945841,3.31072975896147,0.000930530261130957,0.00480067770437993,2.05167161357842
"ENSG00000107968.10",367.782433092603,2.02483743266125,0.107143554761313,18.8983596556232,1.17653820717468e-79,2.44383793318855e-77,2.02483743266125
"ENSG00000271824.2",11.1991808633131,2.01835348823128,0.599079220575534,3.3690927992666,0.000754160331188076,0.00400322161806192,2.01835348823128
"ENSG00000181472.5",3972.6636039599,2.00719784431144,0.040236008165794,49.885610820057,0,0,2.00719784431144
"ENSG00000182310.15",416.162862317952,1.96096953788682,0.0973006530469725,20.15371404486,2.49661668026394e-90,6.70168735957619e-88,1.96096953788682
"ENSG00000168209.6",8104.27223070243,1.95723563345876,0.0403252857861051,48.5361875385187,0,0,1.95723563345876
"ENSG00000128016.7",3379.1943318151,1.95296514361301,0.132486975234212,14.7408085976794,3.52538297259563e-49,4.0735683513807e-47,1.95296514361301
"ENSG00000143507.18",350.673488274781,1.93341705906667,0.107641280679346,17.9616690442968,3.88934972320675e-72,7.14330252321172e-70,1.93341705906667
"ENSG00000272141.1",144.735005807415,1.93296906607714,0.159754292820792,12.0996377120551,1.06078284784241e-33,7.64815666493982e-32,1.93296906607714
"ENSG00000170734.12",2034.7082031474,1.9281285216613,0.0552284528963264,34.9118691642646,4.91100480887259e-267,3.89487326841859e-264,1.9281285216613
"ENSG00000146592.17",139.692824430623,1.92666459059886,0.161761839540134,11.9105012410597,1.04348091663361e-32,7.34139315863838e-31,1.92666459059886
"ENSG00000173621.9",1122.74650991375,1.91986924139981,0.0769690278629393,24.9433998935074,2.5182322017716e-137,1.0461456061074e-134,1.91986924139981
"ENSG00000282855.1",12.5531872258283,1.91263180872448,0.54124373968263,3.53377169747219,0.000409674782773615,0.00232304374710238,1.91263180872448
"ENSG00000139318.8",163.474061333285,1.91107226157528,0.180343494537269,10.5968461267692,3.08199010436445e-26,1.66484716225854e-24,1.91107226157528
"ENSG00000172404.5",11.5020344176099,1.90045221921821,0.588412748048214,3.2297944351513,0.00123879252439045,0.00614396019487339,1.90045221921821
"ENSG00000172478.18",53.715105542136,1.90015089014251,0.255935432747514,7.42433694992538,1.13346275296015e-13,2.53546898892932e-12,1.90015089014251
"ENSG00000159176.14",16620.650608874,1.88263193781009,0.0319192947923697,58.9810003653381,0,0,1.88263193781009
"ENSG00000227082.3",22.1649876641905,1.86591736489239,0.409838188269166,4.55281478959431,5.29328711971237e-06,4.48336279925929e-05,1.86591736489239
"ENSG00000143384.14",31715.2458806154,1.84641001678437,0.0259872199866437,71.0506940616712,0,0,1.84641001678437
"ENSG00000106366.9",189.83970437659,1.84373040567332,0.136764705119181,13.48103960058,2.0223701796839e-41,1.86700078810184e-39,1.84373040567332
"ENSG00000180044.6",46.7184353110424,1.840920843561,0.293439270553221,6.27360080363583,3.52792337465677e-10,5.59592791281922e-09,1.840920843561
"ENSG00000258947.8",46.4954288846635,1.82094410182789,0.306980559004029,5.93178964731766,2.99650372898942e-09,4.18598855591733e-08,1.82094410182789
"ENSG00000256742.1",19.895407946949,1.79647565841428,0.453069775050821,3.96511918768532,7.33592823865824e-05,0.000496305839116359,1.79647565841428
"ENSG00000119508.18",56.3310809558562,1.79595366708245,0.284428963717873,6.31424325992298,2.71486614471239e-10,4.36358536860598e-09,1.79595366708245
"ENSG00000270265.1",20.8747233313009,1.79451979690186,0.400457500177854,4.48117414733115,7.42335062700244e-06,6.09805187099523e-05,1.79451979690186
"ENSG00000183153.7",78.8890350892566,1.79356658667374,0.223095329152422,8.03946274217309,9.02332164088744e-16,2.41841652826734e-14,1.79356658667374
"ENSG00000085741.13",10.8649755240525,1.79128342659064,0.568276343346062,3.15213442819632,0.00162081635666984,0.00778420142889494,1.79128342659064
"ENSG00000224431.1",25.5735671848485,1.78090681388945,0.41190938417704,4.32354027924747,1.53545088669667e-05,0.000118594719216837,1.78090681388945
"ENSG00000250635.1",11.5890121109441,1.78042654365491,0.576565334881685,3.08798749411508,0.00201516951060227,0.00940628079748217,1.78042654365491
"ENSG00000206557.6",15.9313936780634,1.77352258081997,0.489951395491308,3.61979289607195,0.000294838904385741,0.00173268750546393,1.77352258081997
"ENSG00000229065.1",10.8928261232554,1.77333107851045,0.607032203936627,2.92131301603166,0.00348559434398376,0.0150053417502662,1.77333107851045
"ENSG00000122574.11",17.800544677991,1.75763938127704,0.44215325756529,3.97518134539018,7.03256483381284e-05,0.000477262509608582,1.75763938127704
"ENSG00000260509.2",10.0768772913784,1.72733402842936,0.67848812986916,2.54585740322747,0.0109009708333567,0.0395508710959468,1.72733402842936
"ENSG00000162878.13",57.3568871078959,1.72425086154701,0.248508056226616,6.93841031847538,3.96536590434847e-12,7.68752269989690e-11,1.72425086154701
"ENSG00000187678.10",140.579384363743,1.72202931184502,0.175850262258051,9.79258881808226,1.21153444467641e-22,5.34070421568509e-21,1.72202931184502
"ENSG00000149257.16",5310.71462334673,1.71599921310584,0.134982725984039,12.7127319484476,5.02477964617124e-37,3.94920519217999e-35,1.71599921310584
"ENSG00000137094.15",151.009306970382,1.71348527367465,0.17123324027948,10.0067327516431,1.42377068486584e-23,6.67005571498545e-22,1.71348527367465
"ENSG00000168389.18",19.3292555428042,1.70994843195858,0.432660033849899,3.95217560712298,7.74438737235262e-05,0.00051990792948368,1.70994843195858
"ENSG00000279518.1",51.6518320987668,1.7074538455498,0.261086292029146,6.53980656081011,6.15984537490219e-11,1.06729872990361e-09,1.7074538455498
"ENSG00000269925.1",14.8100585678897,1.70542241128675,0.502788810773093,3.39192594334881,0.000694031959935394,0.00372599065752392,1.70542241128675
"ENSG00000135063.19",703.787427535941,1.70322647350842,0.0757012878461692,22.4993064446869,4.21602847101018e-112,1.38794839173935e-109,1.70322647350842
"ENSG00000059804.16",13.0621641137055,1.70131711978176,0.543966543424502,3.12761352761005,0.00176231744247589,0.0083556833522607,1.70131711978176
"ENSG00000178372.8",227.410367674793,1.69545494560252,0.146605259524621,11.5647620767506,6.21633646925133e-31,4.1240547040113e-29,1.69545494560252
"ENSG00000197165.11",9.48285333557267,1.69215344726767,0.61469582493601,2.75283055232044,0.00590824676983916,0.0234218396233864,1.69215344726767
"ENSG00000168101.14",1697.99889738609,1.65892155374135,0.0527502573809621,31.4485963880826,4.38725400497812e-217,2.55162692929528e-214,1.65892155374135
"ENSG00000124216.4",111.942146222432,1.64243701094275,0.189832025501176,8.65205439707316,5.05805236737464e-18,1.59589326773875e-16,1.64243701094275
"ENSG00000231999.7",13.0510208321732,1.634352805206,0.539092967005164,3.03167153948485,0.00243203688077221,0.0110765281899539,1.634352805206
"ENSG00000169783.13",20.9013567079273,1.62562982611509,0.427626621332152,3.80151689586326,0.000143812929818339,0.00091345030923567,1.62562982611509
"ENSG00000117228.11",37.2570726454411,1.59954584365479,0.329662680509014,4.85206830565419,1.2218052477318e-06,1.16619573098602e-05,1.59954584365479
"ENSG00000221869.5",404.430002762513,1.58729550965481,0.0993870916906337,15.9708417124796,2.04014106618539e-57,2.82510962879387e-55,1.58729550965481
"ENSG00000019186.10",15.6662307071887,1.58013769024814,0.510558742539326,3.09491848555788,0.00196866993766995,0.00922130283824571,1.58013769024814
"ENSG00000197123.9",21.4450805100862,1.57458805336882,0.438092054512376,3.59419450124801,0.000325396695849998,0.00189250718306359,1.57458805336882
"ENSG00000226239.2",15.5478439720342,1.56616596248204,0.470606945159177,3.32797035528727,0.000874811748887528,0.00455497326009836,1.56616596248204
"ENSG00000235027.1",115.16441865962,1.55946009370665,0.18600713539646,8.38387242716672,5.1214298525793e-17,1.51199167627417e-15,1.55946009370665
"ENSG00000151632.17",36.7155458420219,1.55853796866435,0.323546582718827,4.8170435167871,1.45700921342889e-06,1.37341419534885e-05,1.55853796866435
"ENSG00000160570.14",1169.11825228847,1.55538638716319,0.0803056924902007,19.3683204631227,1.42841526828503e-83,3.36797156770772e-81,1.55538638716319
"ENSG00000150337.14",87.0452989276798,1.55351846531291,0.208538014472938,7.44956965874684,9.36451860007216e-14,2.11647824525983e-12,1.55351846531291
"ENSG00000128422.17",18.0878206713629,1.54721601106015,0.429153285818602,3.60527592864368,0.000311821438812243,0.00182022765620476,1.54721601106015
"ENSG00000271714.1",10.9011548178602,1.53350378792326,0.564432013630817,2.71689725403544,0.00658970610814238,0.0257392415882848,1.53350378792326
"ENSG00000268066.5",11.8252075201937,1.52905663687365,0.568350912818272,2.69033901835671,0.00713794642557406,0.0275781419914562,1.52905663687365
"ENSG00000260597.1",250.407506675772,1.52603016066083,0.134096581805753,11.3800824757143,5.25500115750762e-30,3.3341549162252e-28,1.52603016066083
"ENSG00000136603.14",5785.76853636569,1.50896831354852,0.0348837773874143,43.2570216461975,0,0,1.50896831354852
"ENSG00000173848.19",24374.8903721526,1.5011378522017,0.0375805807421175,39.9445091735726,0,0,1.5011378522017
"ENSG00000280160.1",14.9906113975346,1.49816580295203,0.468132694091844,3.20030158512727,0.00137283855843539,0.0067246735450816,1.49816580295203
"ENSG00000272620.2",12.2412202269519,1.49091565849182,0.511987748243725,2.91201432769849,0.00359106163160596,0.0153420282439424,1.49091565849182
"ENSG00000172602.11",161.818373424486,1.48611077370151,0.163806479867279,9.07235644710519,1.16470371014225e-19,4.16429310134467e-18,1.48611077370151
"ENSG00000203709.12",566.217569168246,1.47702710130925,0.08761132423799,16.8588605885811,9.03133406713475e-64,1.47269828788194e-61,1.47702710130925
"ENSG00000140961.14",1981.11587145746,1.47522796964782,0.0600095969423334,24.583200768128,1.91063333035326e-133,7.40816229955638e-131,1.47522796964782
"ENSG00000254477.2",24.0708839879327,1.46849603769799,0.382770076604751,3.83649644382823,0.00012480200237363,0.000801747178724262,1.46849603769799
"ENSG00000001617.12",7946.54695707118,1.46654182912543,0.0346996648156984,42.2638615362635,0,0,1.46654182912543
"ENSG00000251611.1",42.4518011362963,1.46288376780896,0.279026599394105,5.24281115487035,1.58148380594112e-07,1.74423068559169e-06,1.46288376780896
"ENSG00000225978.3",9.36829962209702,1.45736943466025,0.585721846444247,2.48815959914682,0.0128406094663007,0.0454909551204089,1.45736943466025
"ENSG00000181359.5",34.7068063342611,1.45699133885807,0.315911495642003,4.61202380716516,3.98767308809064e-06,3.45144514002784e-05,1.45699133885807
"ENSG00000186480.13",8037.1311481052,1.4567517139051,0.100081744785871,14.5556186797291,5.37970171933489e-48,6.05580874831969e-46,1.4567517139051
"ENSG00000177606.8",6731.88294531572,1.44975615162614,0.0440898160454863,32.8818825220424,3.99056176215025e-237,2.7850928650399e-234,1.44975615162614
"ENSG00000252361.1",12.8398069208545,1.44349778635849,0.524259129370143,2.75340514926796,0.00589788577124218,0.023387797940144,1.44349778635849
"ENSG00000134986.14",63.8725749824461,1.4361185365957,0.225122230217171,6.37928353503918,1.77918369338326e-10,2.92860349831614e-09,1.4361185365957
"ENSG00000275993.3",85.850479959328,1.43469472000955,0.229186921809429,6.25993276004864,3.85143499763661e-10,6.0924603661617e-09,1.43469472000955
"ENSG00000135046.14",26.1549560850118,1.42199714875529,0.36340558882486,3.91297545355201,9.11658047448788e-05,0.000603895581316874,1.42199714875529
"ENSG00000105855.10",106.251912259425,1.42182672548096,0.177641940822766,8.003890966827,1.20548138914686e-15,3.18203317365119e-14,1.42182672548096
"ENSG00000143816.8",308.050062737459,1.41311504688465,0.106019590366574,13.3288106660162,1.57386731701175e-40,1.38691095693035e-38,1.41311504688465
"ENSG00000282988.2",173.679181797989,1.41257326728204,0.156543408938911,9.02352438123582,1.82133353948142e-19,6.44596908658658e-18,1.41257326728204
"ENSG00000168398.7",185.494515099135,1.41118685319613,0.140104587744683,10.0723814681056,7.31842060459423e-24,3.5273978648884e-22,1.41118685319613
"ENSG00000273010.1",11.4503707491717,1.41027304447746,0.537126203693631,2.62558973064338,0.00864990065756912,0.0325055926498527,1.41027304447746
"ENSG00000213160.10",522.099585201494,1.40960406937082,0.084323135138979,16.7166942624649,9.90640061316118e-63,1.54327569552175e-60,1.40960406937082
"ENSG00000115596.4",35.8452193539304,1.4014240411082,0.312199488077137,4.48887360366826,7.1600762991978e-06,5.90680904342332e-05,1.4014240411082
"ENSG00000265112.1",12.4848476214859,1.3985375407377,0.508045476870143,2.7527802222618,0.00590915509067784,0.0234218396233864,1.3985375407377
"ENSG00000108932.12",2627.56056484708,1.39252663340881,0.0449680956171881,30.9669914702047,1.5005562530958e-210,7.93385015273197e-208,1.39252663340881
"ENSG00000150510.17",13.8034989074343,1.39208531346597,0.484515405739237,2.87314974297263,0.00406401438527156,0.0170618197772421,1.39208531346597
"ENSG00000270562.1",93.5702280372977,1.39167224672262,0.192919121209029,7.21376003581698,5.44276361173168e-13,1.16379092521439e-11,1.39167224672262
"ENSG00000120129.6",1495.46702808199,1.38971461402388,0.0558813381016194,24.8690289322833,1.6100216937011e-136,6.5329438399295e-134,1.38971461402388
"ENSG00000101180.16",17.0422514387403,1.37539662325182,0.463479134658651,2.96754809526601,0.00300185314737016,0.0132230077544344,1.37539662325182
"ENSG00000272768.1",13.58808042866,1.37012539561451,0.493913804253546,2.77401721477534,0.00553687482103751,0.0221729152805743,1.37012539561451
"ENSG00000225684.4",45.1620860310111,1.3653160711675,0.290695322770004,4.69672527977937,2.64365632732277e-06,2.35339365301672e-05,1.3653160711675
"ENSG00000183696.14",26.008563402272,1.36465206277089,0.364800093240195,3.74082158436392,0.000183419694997173,0.0011308504729013,1.36465206277089
"ENSG00000115541.11",767.376117653599,1.36432399860558,0.165617322527716,8.23780977607137,1.75391750129962e-16,4.96791437705775e-15,1.36432399860558
"ENSG00000188916.9",38.6888857775982,1.36269912183213,0.295457702690506,4.61216312664411,3.98500054476746e-06,3.45144514002784e-05,1.36269912183213
"ENSG00000064547.14",809.734837743422,1.36169561857905,0.0716056150960807,19.0166038899593,1.24277335568327e-80,2.61251921806767e-78,1.36169561857905
"ENSG00000162616.9",256.431791893468,1.3543872680119,0.121245748150144,11.1705959893513,5.67984864553713e-29,3.47726312867831e-27,1.3543872680119
"ENSG00000198576.4",395.985829886325,1.3514385053114,0.111367327974605,12.1349639062865,6.89403959330618e-34,5.05408415226917e-32,1.3514385053114
"ENSG00000185022.12",299.733898662846,1.34180884342652,0.119232461937544,11.2537208543876,2.22023955698885e-29,1.37860283951393e-27,1.34180884342652
"ENSG00000087494.16",57.4672556055818,1.33974684326106,0.24921175846708,5.37593752197707,7.61852086378591e-08,8.85590699301358e-07,1.33974684326106
"ENSG00000140403.12",1436.28992350843,1.33404091570702,0.125960342700424,10.5909597188047,3.28209426576001e-26,1.7674685416352e-24,1.33404091570702
"ENSG00000168874.13",83.4401979900876,1.3320356370233,0.216267117629212,6.15921482482169,7.31064997591723e-10,1.1198965827902e-08,1.3320356370233
"ENSG00000142910.16",17.7249002163801,1.3268058306117,0.443490290258671,2.99173591791114,0.00277396110265821,0.0123975597641343,1.3268058306117
"ENSG00000184371.14",55.263201528507,1.32097948394945,0.252294569157419,5.23586174827736,1.64216844303874e-07,1.80545400089098e-06,1.32097948394945
"ENSG00000241839.10",140.711072022082,1.31855498806551,0.162562049877,8.11108736056895,5.01687686750997e-16,1.36559231800802e-14,1.31855498806551
"ENSG00000179431.7",97.1942503905529,1.30263200021783,0.184723545029432,7.05179190887808,1.76628217180936e-12,3.52206758099769e-11,1.30263200021783
"ENSG00000171227.7",44.2175328780485,1.29982994625899,0.303607755762644,4.28128044026378,1.85821004872345e-05,0.000141088115448767,1.29982994625899
"ENSG00000188833.10",199.42101186222,1.29930238396681,0.141108526969871,9.20782331066523,3.32804944473504e-20,1.21991190570876e-18,1.29930238396681
"ENSG00000162975.5",60.4455466024477,1.28793916657375,0.24539744598213,5.24838048505009,1.53442134827609e-07,1.69661493566041e-06,1.28793916657375
"ENSG00000261150.3",3560.44525885302,1.28489384292938,0.0572040746118512,22.4615790334484,9.86205069740342e-112,3.12860110124172e-109,1.28489384292938
"ENSG00000287566.1",131.452277143171,1.27449876638276,0.164032832781525,7.76977843259134,7.86235340519303e-15,1.94861281553705e-13,1.27449876638276
"ENSG00000205018.2",42.0286356178483,1.2711873945916,0.283231220514833,4.48816127078416,7.18405378443675e-06,5.92378877272459e-05,1.2711873945916
"ENSG00000166886.13",6571.86936328572,1.27116553504514,0.0369416079561734,34.4101300775326,1.77895831787998e-259,1.34953324914652e-256,1.27116553504514
"ENSG00000105717.14",19.9065239965681,1.26888844382261,0.409293518383262,3.10019188389499,0.00193395309931651,0.00908551795284717,1.26888844382261
"ENSG00000075426.12",10298.5781412572,1.26804676987341,0.0315557410183544,40.1843445582803,0,0,1.26804676987341
"ENSG00000184270.6",19.6584172286075,1.26609466499268,0.459121432303636,2.75764661788946,0.00582190980907232,0.0231443796647742,1.26609466499268
"ENSG00000086061.16",8287.74353676098,1.26510860818017,0.105306811564141,12.0135496402302,3.0161506768531e-33,2.14799171468297e-31,1.26510860818017
"ENSG00000260466.1",21.2882492048167,1.25482404729253,0.399831153497994,3.13838488150431,0.00169881650125788,0.0080919875276952,1.25482404729253
"ENSG00000189410.12",29.9737544998506,1.25364997050731,0.33518389873978,3.74018553761312,0.000183884469695582,0.00113331551651308,1.25364997050731
"ENSG00000224411.3",1408.53130092292,1.25028218756464,0.143793089555306,8.69500885912705,3.46802726496205e-18,1.11642324204904e-16,1.25028218756464
"ENSG00000284654.1",14.8035343016188,1.2488595174466,0.505051377745981,2.47273757180942,0.0134082561723832,0.0471426722818927,1.2488595174466
"ENSG00000080824.19",61283.9223796173,1.24299183067394,0.130034808551461,9.55891614345731,1.18996344715613e-21,4.88528993552475e-20,1.24299183067394
"ENSG00000241111.1",22.5896423390003,1.2414346351365,0.399159309681847,3.11012321402698,0.00187009316495639,0.00882590899165785,1.2414346351365
"ENSG00000177732.9",2820.13018354608,1.23437211990397,0.041984339209324,29.4007752212004,5.36775594012218e-190,2.53125961197978e-187,1.23437211990397
"ENSG00000197852.12",587.548255205228,1.23114704548123,0.0786690663958162,15.6496969124666,3.33805488128281e-55,4.34644638571809e-53,1.23114704548123
"ENSG00000104783.14",60.0598470112741,1.23059379231346,0.240750211203634,5.11149621078663,3.19617236603283e-07,3.37571522049279e-06,1.23059379231346
"ENSG00000186832.9",19.8613792702937,1.23045367898598,0.449542282307269,2.73712557731098,0.00619786289415889,0.0244446048623607,1.23045367898598
"ENSG00000271659.1",29.7768285208883,1.21807845832681,0.328180968117749,3.71160602430112,0.000205948368815312,0.00125161516513046,1.21807845832681
"ENSG00000115758.13",3849.29002952934,1.21789153410565,0.0370748503638318,32.8495333670654,1.15662614222403e-236,7.76185112674035e-234,1.21789153410565
"ENSG00000183742.13",757.058792077294,1.21509297751494,0.068891615843896,17.6377482605179,1.26398287875975e-69,2.22767406753537e-67,1.21509297751494
"ENSG00000238260.1",14.5837727942955,1.21098548733202,0.479515924376671,2.52543330840617,0.011555571204964,0.0415628955646696,1.21098548733202
"ENSG00000184068.2",15.9507700179228,1.20804337473928,0.471089310644775,2.56436167716445,0.0103365770824609,0.0377701773685399,1.20804337473928
"ENSG00000158163.15",18.0695142573807,1.20774101024853,0.424823355755553,2.84292516851045,0.00447015645349991,0.0184822961612953,1.20774101024853
"ENSG00000261226.1",95.9982343549777,1.20744152612131,0.196179219376198,6.15478810630748,7.51779409058225e-10,1.1496097396361e-08,1.20744152612131
"ENSG00000218358.2",66.9047752050349,1.20495142561228,0.216888184713795,5.55563424168232,2.7660553613344e-08,3.38919479947771e-07,1.20495142561228
"ENSG00000099889.14",1083.98993709017,1.2044483127863,0.0660373080529779,18.2389068891185,2.53476870198123e-74,4.96928587777173e-72,1.2044483127863
"ENSG00000166828.3",49.0279426955901,1.20413614577084,0.257255304007239,4.68070483684547,2.85890301082451e-06,2.532088311313e-05,1.20413614577084
"ENSG00000113070.8",36.676363547598,1.2021697805693,0.30067505444557,3.99823584562424,6.38163477500841e-05,0.000437683819002935,1.2021697805693
"ENSG00000101695.9",208.1222963057,1.1988753318874,0.124566386209131,9.62438879678696,6.30808178758785e-22,2.65213038626103e-20,1.1988753318874
"ENSG00000245532.9",19927.6937359475,1.1976946824993,0.0975090019858072,12.2829139680215,1.11894136259318e-34,8.41521073039902e-33,1.1976946824993
"ENSG00000283064.1",38.1727247123005,1.19694241367051,0.33007557528148,3.6262677498927,0.000287547203915109,0.00169382971435206,1.19694241367051
