"logFC","logCPM","F","PValue","Gene","padj","abs_logFC"
5.56370085343626,-0.344236073418013,27.3893887565647,6.41549320214321e-05,"ENSG00000169688.11",0.00239271165218266,5.56370085343626
5.15451685940037,0.00511160773377985,36.2175821615557,8.14873478722465e-06,"ENSG00000006047.13",0.000453039286213962,5.15451685940037
4.91186611051731,8.16055127689441,7726.58357198183,1.47045502812246e-26,"ENSG00000187193.9",1.31620429567241e-22,4.91186611051731
4.19882448112851,8.72124400834177,12582.7689203023,1.35246299475705e-28,"ENSG00000170385.10",2.42117925321406e-24,4.19882448112851
3.68542955205253,-0.264555353349181,228.577406914139,3.82897100456855e-12,"ENSG00000122877.16",1.63205330770919e-09,3.68542955205253
3.45535290136725,-0.0556509073605827,85.2148078383441,1.66222106158624e-08,"ENSG00000233929.1",2.30675049957494e-06,3.45535290136725
3.25960962329364,6.8061744538976,3365.17441070724,4.28480213962216e-23,"ENSG00000198417.7",2.55688426345053e-19,3.25960962329364
3.17506714070754,2.18211230642784,270.311501692495,8.50459055588374e-13,"ENSG00000125144.14",4.47791706268914e-10,3.17506714070754
3.1148447868548,-0.383998873298002,12.8091147609125,0.00196717892959231,"ENSG00000257103.9",0.0313592495080691,3.1148447868548
2.98304305529352,4.95999104687401,1241.88507598031,5.80338184004913e-19,"ENSG00000143333.7",2.0771914961955e-15,2.98304305529352
2.87284184299924,-2.55557127976555,13.1791183601754,0.00174919172413552,"ENSG00000286380.1",0.029048265533835,2.87284184299924
2.81502362325954,2.0072633924375,267.160751942571,9.45312461582679e-13,"ENSG00000108551.5",4.70082880201475e-10,2.81502362325954
2.75930461712785,0.846985610683165,11.9960760847235,0.00256046765883437,"ENSG00000215859.9",0.0379135583361894,2.75930461712785
2.63824037060165,0.301365652057184,150.877683132618,1.46014562367614e-10,"ENSG00000118523.6",3.68162351479582e-08,2.63824037060165
2.48579212709907,-0.459912064561409,10.9693592367631,0.00361310478743078,"ENSG00000170889.14",0.0481214879524732,2.48579212709907
2.44672645816938,-2.3120230126296,25.6597004212216,6.5945300520744e-05,"ENSG00000057657.17",0.00243412942252033,2.44672645816938
2.37086673366278,-2.31143850978492,11.2115984491284,0.00332711204245584,"ENSG00000116741.8",0.0455873124472749,2.37086673366278
2.26539736817053,1.18539432069697,57.5114601030589,3.35725946678082e-07,"ENSG00000232803.1",3.28424365979837e-05,2.26539736817053
2.12609073769962,0.224992718979471,115.477597836581,1.40257173054376e-09,"ENSG00000119508.18",2.67115309789303e-07,2.12609073769962
2.09045881156048,4.88112015574393,112.143258545827,1.78885926113883e-09,"ENSG00000120738.8",3.23476348413205e-07,2.09045881156048
2.03579654072031,-2.0488909066507,13.9274524145101,0.00138566100462026,"ENSG00000184357.5",0.0245074597582111,2.03579654072031
1.91616199800276,0.226773950914942,30.7868080101874,2.25541329394497e-05,"ENSG00000232445.2",0.00105421432867371,1.91616199800276
1.88269273425855,-1.19638281151992,41.1446914400067,3.52465138316031e-06,"ENSG00000184270.6",0.000230285799493926,1.88269273425855
1.80045207325185,-1.3367200675835,13.2252430580473,0.00172395207073724,"ENSG00000134058.12",0.0288162371338358,1.80045207325185
1.79427048710984,6.33502455543287,1218.29743360392,6.9618751967227e-19,"ENSG00000173334.4",2.0771914961955e-15,1.79427048710984
1.77845751932794,4.41371907002371,989.287953192728,5.00609763218024e-18,"ENSG00000259820.1",1.20067559033165e-14,1.77845751932794
1.73651781279815,0.0187891321009899,102.735974937587,3.68055657095992e-09,"ENSG00000218281.1",5.93597511111031e-07,1.73651781279815
1.71515511080372,3.58733303358001,379.278661973362,3.88744589237465e-14,"ENSG00000123358.20",3.34923426454602e-11,1.71515511080372
1.70244909216529,-2.32836496743207,18.1208247940266,0.0004148696096923,"ENSG00000165507.9",0.00991588217985521,1.70244909216529
1.6912547239001,1.76765181097972,123.494724765697,8.0042467939342e-10,"ENSG00000064300.9",1.592133623389e-07,1.6912547239001
1.68159239906201,-1.08926488588252,30.5912606934871,2.34457251862367e-05,"ENSG00000197123.9",0.00108225555426118,1.68159239906201
1.68040582883359,-1.98345805182168,16.646477921695,0.000622793757872451,"ENSG00000257135.7",0.0135966510407715,1.68040582883359
1.650512821493,6.04017230605544,1692.37660612366,3.0556604431346e-20,"ENSG00000114315.4",1.36756083132489e-16,1.650512821493
1.6478243681284,-0.296026064750777,49.6972055893224,9.60374402387456e-07,"ENSG00000283064.1",7.74442457276587e-05,1.6478243681284
