"logFC","logCPM","F","PValue","Gene","padj","abs_logFC"
1.13913677124474,1.21788143300918,74.1232278206238,4.95964262613473e-08,"ENSG00000268006.1",1.0336149277423e-06,1.13913677124474
1.13806722792492,2.08473377441311,122.819704767857,8.3809381019722e-10,"ENSG00000233030.2",3.05534971206108e-08,1.13806722792492
1.13622541800637,4.57866043015291,661.026466146015,2.23164565778589e-16,"ENSG00000171617.15",6.88808975270398e-14,1.13622541800637
1.13508001564549,-2.035364156749,7.54021954492947,0.0127390989583441,"ENSG00000169302.16",0.0390840359129865,1.13508001564549
1.13064151170325,-1.13803911979432,11.249040236694,0.00328519834007295,"ENSG00000227199.1",0.0126885913018309,1.13064151170325
1.12896050002205,-0.957631076898958,17.7901601741113,0.000453747522140235,"ENSG00000260293.2",0.00244153535958957,1.12896050002205
1.12600986055271,-1.49075608822094,13.1117175441619,0.00178681502394599,"ENSG00000273523.1",0.00760883980939134,1.12600986055271
1.12282718868865,-0.0246779561466928,29.3202664600179,3.0283801619965e-05,"ENSG00000231530.1",0.000245645952243142,1.12282718868865
1.12203740496416,-0.588504188168793,26.8029160184046,5.1359282030902e-05,"ENSG00000273374.1",0.000383257135021762,1.12203740496416
1.12185698991174,-1.79228503947782,9.09350339712769,0.00703469238837203,"ENSG00000121281.13",0.0239648074475045,1.12185698991174
1.12027377477398,4.82759163542878,580.021770525688,7.5821749083569e-16,"ENSG00000172818.10",1.93908707442007e-13,1.12027377477398
1.11907218046486,-1.72668257873873,7.35468083809235,0.013715402139305,"ENSG00000258957.2",0.0416228393113814,1.11907218046486
1.11815078305925,4.67797454564354,503.018783859347,2.85835072322682e-15,"ENSG00000138166.6",6.02002289967137e-13,1.11815078305925
1.11812460073377,-1.54592024177269,17.6764773502856,0.000468032770123237,"ENSG00000271784.1",0.00249850748848348,1.11812460073377
1.11769708187333,-1.50867266257356,11.3666574567656,0.00315730794419752,"ENSG00000261366.1",0.0122820788389883,1.11769708187333
1.11603634180827,-1.2107634049357,13.1103287081189,0.00178759966849424,"ENSG00000175592.9",0.00761037081221973,1.11603634180827
1.11473039850033,0.870603157867371,64.372984939566,1.45437392431252e-07,"ENSG00000250033.5",2.61407650532558e-06,1.11473039850033
1.11184202953212,-2.21886904892404,7.42565227879019,0.0140916777187205,"ENSG00000259727.1",0.0425627154581634,1.11184202953212
1.10919748807591,1.49077624108955,50.5379097570225,8.52824030313956e-07,"ENSG00000108448.22",1.1853459464814e-05,1.10919748807591
1.10271958112486,0.811084929649362,36.8061235302408,7.34335869228193e-06,"ENSG00000064932.16",7.48211766131082e-05,1.10271958112486
1.10193694577348,3.36124041849021,335.498338679515,1.19596393246281e-13,"ENSG00000145990.11",1.42734308792994e-11,1.10193694577348
1.09932947936341,-1.3275971459907,14.6256868805496,0.00112081322637143,"ENSG00000178977.3",0.00515490876409522,1.09932947936341
1.09873319033617,1.33785192027425,77.9988392141776,3.33698287040347e-08,"ENSG00000101311.16",7.32205386052657e-07,1.09873319033617
1.09643096282063,-2.07577173479594,7.52612397503219,0.0128104681730379,"ENSG00000269356.1",0.0392559057229928,1.09643096282063
1.0954733415978,2.76809169897946,312.383173894327,2.29284184745939e-13,"ENSG00000188070.9",2.61442386963171e-11,1.0954733415978
1.09282457710986,3.52234566696482,72.2924228960912,6.01566198020802e-08,"ENSG00000226549.3",1.2210020495429e-06,1.09282457710986
1.09039473598806,-2.17433896243468,7.44934439743324,0.0132071828073973,"ENSG00000258096.1",0.04029912845032,1.09039473598806
1.09012446304311,-0.638021334379945,23.4890436433981,0.000108038974634316,"ENSG00000065989.16",0.00072683717546168,1.09012446304311
1.0849732754846,-1.15195092645371,10.2709494517882,0.0046030990411547,"ENSG00000104522.16",0.0168862047202359,1.0849732754846
